Gare de l'Est;2.35805790434;48.8762727035
Gare du Nord;2.35745934659;48.8798501425
Garibaldi;2.33183083796;48.9060940502
Gaïté;2.32249174982;48.8386316462
George-V;2.30056045125;48.8720238095
Glacière;2.34351165775;48.831129548
Goncourt (Hôpital Saint-Louis);2.37109483973;48.8699575127
Grands Boulevards (Rue Montmartre);2.34315477308;48.8714977394
Guy Môquet;2.3274284585;48.8928288534
Havre-Caumartin;2.32769540963;48.8737134067
Hoche;2.40235214254;48.8912285932
Hôtel de Ville;2.35157756299;48.8574779825
Invalides;2.31390957779;48.8623647041
Iéna;2.29416201811;48.8647940658
Jacques Bonsergent;2.36102746692;48.87080998
Jasmin;2.26817674944;48.8525040906
Jaurès;2.37100144075;48.8831474514
Javel-André Citroën;2.27771173983;48.8461236669
Jourdain;2.38941503204;48.875111817
Jules Joffrin;2.34465700413;48.8924395905
Jussieu;2.35505026306;48.8459506666
Kléber;2.29352429034;48.8716497691
La Chapelle;2.36049131853;48.8843987952
La Courneuve 8 Mai 1945;2.41059861373;48.9207859699
La Défense - Grande Arche;2.2370180564;48.8921870764
La Fourche;2.32577967481;48.8871839469
La Motte Picquet-Grenelle;2.29893091175;48.8487416657
La Muette;2.27415463109;48.8580460563
La Tour Maubourg;2.31056596095;48.8577254129
Lamarck-Caulaincourt;2.3387606492;48.8896740712
Laumière;2.37966307748;48.8852161821
Le Kremlin-Bicêtre;2.36226338713;48.8101299573
Le Peletier;2.34019988439;48.8748743434
Ledru Rollin;2.37611877334;48.8512711264
Les Agnettes;2.28627957753;48.9231037797
Les Courtilles-Asnières-Gennevilliers;2.28417444828;48.9307570033
Les Gobelins;2.35258892564;48.8358634842
Les Halles;2.34567382822;48.8623162787
Les Sablons (Jardin d'acclimatation);2.27168672105;48.8811915206
Liberté;2.40674222593;48.8260549965
Liège;2.32702220089;48.8796347607
Louis Blanc;2.36554431917;48.8812858119
Louise Michel;2.28808363305;48.8887060198
Lourmel;2.28270002724;48.8389609394
Louvre-Rivoli;2.34110859163;48.8608062913
Mabillon;2.33550205309;48.8530167679
Madeleine;2.32627227403;48.869633173
Mairie d'Issy;2.27304152514;48.8241050307
Mairie d'Ivry;2.38355147965;48.8110991977
Mairie de Clichy;2.30592414987;48.9033300946
Mairie de Montreuil;2.44131094125;48.8619369141
Mairie de Montrouge;2.3197403133;48.8186764099
Mairie de Saint-Ouen;2.33392489048;48.9119648979
Mairie des Lilas;2.41647964367;48.879761254
Maison Blanche;2.35847388385;48.8224378346
Maisons-Alfort-Les Juilliottes;2.44692748424;48.8026376907
Maisons-Alfort-Stade;2.43450989593;48.8091443609
Malakoff-Plateau de Vanves;2.29846419197;48.8225837068
Malakoff-Rue Étienne Dolet;2.29707779833;48.8153075312
Malesherbes;2.30905226455;48.8828919175
Maraîchers;2.40608916188;48.8527251193
Marcadet-Poissonniers;2.34981545185;48.8914650003
Marcel Sembat;2.24384059238;48.8337088491
Marx Dormoy;2.35999576641;48.8904854538
Maubert-Mutualité;2.34805429048;48.8501273238
Michel Ange-Auteuil;2.26421877705;48.8479348079
Michel Ange-Molitor;2.26174512496;48.8450581723
Michel Bizot;2.40233316592;48.837117007
Mirabeau;2.27276375332;48.8471310082
Miromesnil;2.31460632162;48.8737095277
Monceau;2.30945116799;48.8804494561
Montgallet;2.39007511282;48.8444086721
Montparnasse-Bienvenüe;2.3243970124;48.8437813048
Mouton-Duvernet;2.32970501262;48.8311126604
Ménilmontant;2.38338325046;48.8668000351
Nation;2.39587943519;48.8489446451
Nationale;2.36285639952;48.8332167197
Notre-Dame-de-Lorette;2.33788648907;48.8760262116
Notre-Dame-des-Champs;2.3287780269;48.8449426325
Oberkampf;2.36841002566;48.8646578796
Odéon;2.33964633593;48.8521672611
Olympiades;2.36803264776;48.827270836
Opéra;2.33198952268;48.8709917839
Ourcq;2.38696001714;48.8871348691
Palais Royal-Musée du Louvre;2.33649646231;48.8623480308
Parmentier;2.37458197;48.8652537861
Passy;2.28581244413;48.857448691
Pasteur;2.31281277347;48.84267682
Pelleport;2.40156171274;48.8684401633
Pereire-Levallois;2.29772434648;48.8848962552
Pernéty;2.31807828549;48.8339363927
Philippe Auguste;2.38972985235;48.8584665494
Picpus;2.40128901983;48.8450615799
Pierre Curie;2.37726720015;48.815930763
Pigalle;2.33729479057;48.8823901507
Place Monge (Jardin des Plantes);2.35222472818;48.8428668307
Place d'Italie;2.3561219388;48.830927241
Place de Clichy;2.32783955611;48.8836149922
Place des Fêtes;2.39305609332;48.8768063892
Plaisance;2.31412232347;48.8318256496
Poissonnière;2.34929390248;48.8772363191
Pont Marie (Cité des Arts);2.35716257162;48.8535754725
Pont Neuf (La Monnaie);2.34223275937;48.8585538264
Pont de Levallois-Bécon;2.27980958669;48.8978210671
Pont de Neuilly (Avenue de Madrid);2.26051507789;48.8847082013
Pont de Sèvres;2.23079959132;48.8296748438
Porte Dauphine;2.27708301705;48.8714665781
Porte Dorée;2.40538321063;48.8347851581
Porte Maillot;2.28316224223;48.8775512518
Porte d'Auteuil;2.25774468038;48.8479715406
Porte d'Italie;2.35970521675;48.8192233496
Porte d'Ivry;2.36929058735;48.8213557838
Porte d'Orléans;2.32557563621;48.823411629
Porte de Bagnolet;2.40803103708;48.8646003734
Porte de Champerret;2.2925823141;48.8857931052
Porte de Charenton;2.40144805422;48.8331629295
Porte de Choisy;2.36453195175;48.819876221
Porte de Clichy;2.31377215877;48.8942522622
Porte de Clignancourt;2.34484774875;48.8974022229
Porte de Montreuil;2.41062642574;48.8535439161
Porte de Pantin;2.39211369776;48.8885036879
Porte de Saint-Cloud;2.25712222985;48.8379612135
Porte de Saint-Ouen;2.32894281278;48.8973747955
Porte de Vanves;2.30553466965;48.8277955435
Porte de Versailles;2.2880221411;48.8324490991
Porte de Vincennes;2.41014036797;48.8471584794
Porte de la Chapelle;2.35950786882;48.8972452881
Porte de la Villette;2.38550838768;48.8973898907
Porte des Lilas;2.40672924554;48.8771105118
Pré Saint-Gervais;2.39894666246;48.8799957944
Pyramides;2.33418954197;48.8659067396
Pyrénées;2.3853162151;48.8738818542
Père Lachaise;2.38760728815;48.8626540191
Quai de la Gare;2.37282572183;48.8370451192
Quai de la Rapée;2.36587346941;48.8465154042
Quatre Septembre;2.33621884752;48.8695852435
Rambuteau;2.35349574013;48.8612049903
Ranelagh;2.27010913894;48.8554850504
Raspail;2.33075419209;48.8389642807
Rennes;2.32778212715;48.8484578485
Reuilly-Diderot;2.38634170635;48.8473037861
Richard Lenoir;2.37191398009;48.8598736244
Richelieu-Drouot;2.33903054672;48.8717866021
Riquet;2.37420401204;48.888267617
Robespierre;2.42298321615;48.8557264286
Rome;2.32127492677;48.8822269008
Rue de la Pompe (Av. G. Mandel);2.27811255845;48.8639744458
Rue des Boulets;2.38937812792;48.8523154274
Rue du Bac;2.32571242217;48.8555509402
Réaumur Sébastopol;2.35245974411;48.8660696891
République;2.36426495043;48.8673844729
Saint-Ambroise;2.37473343128;48.8610192599
Saint-Augustin;2.3213619281;48.8745583847
Saint-Denis-Porte de Paris;2.35603579417;48.9299358897
Saint-Denis-Université;2.36454176349;48.9458456578
Saint-Fargeau;2.40451494238;48.8721014421
Saint-François-Xavier;2.3144081215;48.8514417056
Saint-Georges;2.33759508282;48.8784252576
Saint-Germain-des-Prés;2.33377613686;48.853718934
Saint-Jacques;2.33713519061;48.8329008165
Saint-Lazare;2.32678520026;48.8754537705
Saint-Mandé;2.41947990037;48.8463569889
Saint-Marcel;2.3609671677;48.838427297
Saint-Maur;2.38079798618;48.8640865748
Saint-Michel;2.34328597892;48.8531679849
Saint-Paul (le Marais);2.36095648866;48.8552362528
Saint-Philippe du Roule;2.31003834462;48.8724223837
Saint-Placide;2.32679278504;48.846878238
Saint-Sulpice;2.33125629137;48.8516722456
Saint-Sébastien-Froissart;2.36721086641;48.8611688655
Sentier;2.34751621328;48.867309475
Simplon;2.34776550172;48.893941388
Solférino;2.32315485584;48.8585111299
Stalingrad;2.36589381994;48.8844208864
Strasbourg-Saint-Denis;2.3546037907;48.8692241717
Sully-Morland;2.361985141;48.8512376804
Sèvres-Babylone;2.3268225689;48.8517620525
Sèvres-Lecourbe;2.3095314901;48.8456269667
Ségur;2.30740224062;48.8470661332
Temple;2.36154153207;48.8666826802
Ternes;2.29831037512;48.8779727014
Tolbiac;2.35724565076;48.8264260109
Trinité d'Estienne d'Orves;2.3325430273;48.8763179623
Trocadéro;2.28624317069;48.8630650202
Tuileries;2.33012987711;48.8643437787
Télégraphe;2.3988675939;48.8754744567
Vaneau;2.32125786291;48.8488163725
Varenne;2.31505663732;48.8568713792
Vaugirard (Adolphe Chériou);2.30110751488;48.8395165854
Vavin;2.32900892624;48.8422184136
Victor Hugo;2.28533509469;48.8697985565
Villejuif-Louis Aragon;2.36780410698;48.7875627921
Villejuif-Léo Lagrange;2.3639531966;48.8046881209
Villejuif-Paul Vaillant-Couturier;2.36826954143;48.7964830828
Villiers;2.31517662622;48.8811500285
Volontaires;2.30794867934;48.8415055224
Voltaire (Léon Blum);2.38071878586;48.8574537227
Wagram;2.30467444053;48.8838092012
École Militaire;2.3060974037;48.8546821569
École Vétérinaire de Maisons-Alfort;2.42237614285;48.814803007
Église d'Auteuil;2.26913587273;48.8471500557
Église de Pantin;2.41331313951;48.89325759
Étienne Marcel;2.34888065259;48.8638074378
